,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
92,2021-03-13,CSKA,RK Krim Mercator,27,21,H,406,359,406,359,0.10222222222222223,0.035555555555555556,W,W,W,W,W,L,L,W,W,L,15.0,WWWWW,LLWWL,10,4,1,1,0,0,0,0,0,0,0.0,0.0,0.06666666666666667,0.02666666666666667
93,2021-03-14,BV Borussia 09 Dortmund,Metz Handball,22,25,NH,395,385,395,385,0.04,0.07555555555555556,L,W,D,W,W,W,W,L,L,L,15.0,LWDWW,WWLLL,7,4,0,0,0,0,0,0,1,0,0.0,0.0,-0.035555555555555556,0.013333333333333334
94,2021-03-14,Győri Audi ETO KC,SG BBM Bietigheim,35,23,H,434,359,434,359,0.11111111111111112,0.0044444444444444444,W,W,W,W,D,L,L,L,L,L,15.0,WWWWD,LLLLL,9,0,0,0,0,0,0,0,1,1,0.0,0.0,0.10666666666666667,0.04
95,2021-03-14,Brest Bretagne Handball,Team Esbjerg,26,27,NH,404,383,404,383,0.07555555555555556,0.04444444444444444,W,L,D,L,D,L,W,L,L,W,15.0,WLDLD,LWLLW,4,4,0,0,0,0,0,0,0,0,0.0,0.0,0.03111111111111111,0.0
96,2021-03-20,RK Krim Mercator,Győri Audi ETO KC,26,31,NH,380,469,380,469,0.03125,0.10546875,L,L,L,W,W,W,W,W,W,W,16.0,LLLWW,WWWWW,4,10,0,0,0,0,1,1,0,0,0.0,0.0,-0.07421875,-0.0234375
97,2021-03-20,SG BBM Bietigheim,SCM Ramnicu Valcea,18,23,NH,382,386,382,386,0.00390625,0.03125,L,L,L,L,L,W,L,L,W,L,16.0,LLLLL,WLLWL,0,4,0,0,1,1,0,0,0,0,0.0,0.0,-0.02734375,-0.015625
98,2021-03-20,Team Esbjerg,BV Borussia 09 Dortmund,34,24,H,410,417,410,417,0.046875,0.03515625,W,L,W,L,L,L,L,W,D,W,16.0,WLWLL,LLWDW,4,5,0,0,0,0,0,0,0,0,0.0,0.0,0.01171875,-0.00390625
99,2021-03-21,Metz Handball,Brest Bretagne Handball,26,26,NH,410,430,410,430,0.07421875,0.06640625,W,W,W,L,L,L,W,L,D,L,16.0,WWWLL,LWLDL,6,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0078125,0.01171875
100,2021-03-21,HC Podravka Vegeta,Rostov-Don,22,23,NH,386,441,386,441,0.01953125,0.08984375,L,L,L,L,L,W,W,W,L,L,16.0,LLLLL,WWWLL,0,6,0,0,1,1,0,0,0,0,0.0,0.0,-0.0703125,-0.0234375
101,2021-03-21,Odense Håndbold,Vipers Kristiansand,27,32,NH,420,428,420,428,0.06640625,0.0859375,W,W,L,L,W,L,D,W,W,W,16.0,WWLLW,LDWWW,6,7,0,0,0,0,1,0,0,0,0.0,0.0,-0.01953125,-0.00390625
102,2021-03-20,CSKA,CSM Bucuresti,21,30,NH,433,392,433,392,0.09765625,0.0625,W,W,W,W,W,L,W,L,W,W,16.0,WWWWW,LWLWW,10,6,1,1,0,0,0,0,0,0,0.0,0.0,0.03515625,0.015625
103,2021-03-20,Buducnost BEMAX,FTC-Rail Cargo Hungaria,22,19,H,384,419,384,419,0.046875,0.07421875,L,L,W,L,L,W,D,L,W,W,16.0,LLWLL,WDLWW,2,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.02734375,-0.01953125
104,2021-03-26,SG BBM Bietigheim,HC Podravka Vegeta,26,22,H,400,408,400,408,0.0034602076124567475,0.01730103806228374,L,L,L,L,L,L,L,L,L,L,17.0,LLLLL,LLLLL,0,0,0,0,1,1,0,0,1,1,0.0,0.0,-0.01384083044982699,0.0
105,2021-03-26,Vipers Kristiansand,CSKA,33,30,H,460,454,460,454,0.08304498269896195,0.08650519031141869,W,L,D,W,W,L,W,W,W,W,17.0,WLDWW,LWWWW,7,8,0,0,0,0,1,0,0,0,0.0,0.0,-0.0034602076124567475,-0.0034602076124567475
106,2021-03-26,CSM Bucuresti,Buducnost BEMAX,30,22,H,422,406,422,406,0.06228373702422146,0.04844290657439446,W,L,W,L,W,W,L,L,W,L,17.0,WLWLW,WLLWL,6,4,0,0,0,0,0,0,0,0,0.0,0.0,0.01384083044982699,0.006920415224913495
107,2021-03-27,FTC-Rail Cargo Hungaria,Brest Bretagne Handball,28,27,H,438,456,438,456,0.06574394463667821,0.06228373702422146,L,W,D,L,W,D,L,W,L,D,17.0,LWDLW,DLWLD,5,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0034602076124567475,0.0034602076124567475
108,2021-03-26,BV Borussia 09 Dortmund,Team Esbjerg,29,32,NH,441,444,441,444,0.03114186851211073,0.04844290657439446,L,L,L,W,D,W,W,L,W,L,17.0,LLLWD,WWLWL,3,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.01730103806228374,-0.010380622837370243
109,2021-03-26,Győri Audi ETO KC,Rostov-Don,25,27,NH,500,464,500,464,0.10034602076124567,0.08650519031141869,W,W,W,W,W,W,W,W,W,L,17.0,WWWWW,WWWWL,10,8,1,1,0,0,0,0,0,0,0.0,0.0,0.01384083044982699,0.006920415224913495
110,2021-03-27,SCM Ramnicu Valcea,Metz Handball,28,31,NH,409,436,409,436,0.03460207612456748,0.06920415224913495,W,W,L,L,W,D,W,W,W,L,17.0,WWLLW,DWWWL,6,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.03460207612456748,-0.0034602076124567475
111,2021-03-27,Odense Håndbold,RK Krim Mercator,28,29,NH,447,406,447,406,0.058823529411764705,0.02768166089965398,L,W,W,L,L,L,L,L,L,W,17.0,LWWLL,LLLLW,4,2,0,0,0,0,0,0,0,0,0.0,0.0,0.03114186851211073,0.006920415224913495
112,2021-04-02,Rostov-Don,BV Borussia 09 Dortmund,37,27,H,491,470,491,470,0.08333333333333333,0.027777777777777776,W,W,W,W,W,L,L,L,L,W,18.0,WWWWW,LLLLW,10,2,1,1,0,0,0,0,0,0,0.0,0.0,0.05555555555555555,0.024691358024691357
113,2021-04-02,RK Krim Mercator,CSKA,24,21,H,435,484,435,484,0.0308641975308642,0.07716049382716049,W,L,L,L,L,L,L,W,W,W,18.0,WLLLL,LLWWW,2,6,0,0,1,0,1,0,0,0,0.0,0.0,-0.0462962962962963,-0.012345679012345678
114,2021-04-02,Team Esbjerg,Buducnost BEMAX,35,20,H,476,428,476,428,0.04938271604938271,0.043209876543209874,W,W,W,L,W,L,W,L,L,W,18.0,WWWLW,LWLLW,8,4,0,0,0,0,0,0,0,0,0.0,0.0,0.006172839506172839,0.012345679012345678
115,2021-04-02,Metz Handball,Győri Audi ETO KC,29,33,NH,467,525,467,525,0.06790123456790124,0.08950617283950618,W,D,W,W,W,L,W,W,W,W,18.0,WDWWW,LWWWW,9,8,1,0,0,0,1,0,0,0,0.0,0.0,-0.021604938271604937,0.0030864197530864196
116,2021-04-03,SCM Ramnicu Valcea,CSM Bucuresti,24,33,NH,437,452,437,452,0.0308641975308642,0.0617283950617284,L,W,W,L,L,W,W,L,W,L,18.0,LWWLL,WWLWL,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.0308641975308642,-0.006172839506172839
117,2021-04-03,HC Podravka Vegeta,FTC-Rail Cargo Hungaria,27,33,NH,430,466,430,466,0.0154320987654321,0.06481481481481483,L,L,L,L,L,W,L,W,D,L,18.0,LLLLL,WLWDL,0,5,0,0,1,1,0,0,0,0,0.0,0.0,-0.04938271604938271,-0.0154320987654321
118,2021-04-03,Odense Håndbold,SG BBM Bietigheim,26,30,NH,475,426,475,426,0.05246913580246913,0.009259259259259259,L,L,W,W,L,W,L,L,L,L,18.0,LLWWL,WLLLL,4,2,0,0,0,0,0,0,1,0,0.0,0.0,0.043209876543209874,0.006172839506172839
119,2021-04-02,Brest Bretagne Handball,Vipers Kristiansand,29,29,NH,483,493,483,493,0.05555555555555555,0.08024691358024691,L,D,L,W,L,W,W,L,D,W,18.0,LDLWL,WWLDW,3,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.024691358024691357,-0.012345679012345678
120,2021-04-09,SG BBM Bietigheim,Győri Audi ETO KC,20,37,NH,456,558,456,558,0.013850415512465374,0.08587257617728532,W,W,L,L,L,W,L,W,W,W,19.0,WWLLL,WLWWW,4,8,0,0,1,0,1,0,0,0,0.0,0.0,-0.07202216066481995,-0.0110803324099723
121,2021-04-09,CSM Bucuresti,CSKA,32,27,H,485,505,485,505,0.060941828254847646,0.06925207756232687,W,W,W,L,W,L,L,L,W,W,19.0,WWWLW,LLLWW,8,4,0,0,0,0,0,0,0,0,0.0,0.0,-0.008310249307479223,0.0110803324099723
122,2021-04-10,Vipers Kristiansand,SCM Ramnicu Valcea,34,27,H,522,461,522,461,0.07479224376731301,0.027700831024930747,D,W,W,L,D,L,L,W,W,L,19.0,DWWLD,LLWWL,6,4,0,0,0,0,0,0,0,0,0.0,0.0,0.04709141274238227,0.00554016620498615
123,2021-04-10,Team Esbjerg,Odense Håndbold,25,18,H,511,501,511,501,0.04986149584487534,0.04709141274238227,W,W,W,W,L,L,L,L,W,W,19.0,WWWWL,LLLWW,8,4,0,0,0,0,0,0,0,0,0.0,0.0,0.002770083102493075,0.0110803324099723
124,2021-04-10,Buducnost BEMAX,Metz Handball,31,27,H,448,496,448,496,0.038781163434903045,0.060941828254847646,L,L,W,L,L,L,W,D,W,W,19.0,LLWLL,LWDWW,2,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.0221606648199446,-0.013850415512465374
125,2021-04-09,HC Podravka Vegeta,RK Krim Mercator,21,21,NH,457,459,457,459,0.013850415512465374,0.03324099722991689,L,L,L,L,L,W,W,L,L,L,19.0,LLLLL,WWLLL,0,4,0,0,1,1,0,0,1,0,0.0,0.0,-0.019390581717451522,-0.0110803324099723
126,2021-04-09,BV Borussia 09 Dortmund,Rostov-Don,38,35,H,497,528,497,528,0.02493074792243767,0.08033240997229918,L,L,L,L,L,W,W,W,W,W,19.0,LLLLL,WWWWW,0,10,0,0,1,1,1,1,0,0,0.0,0.0,-0.055401662049861494,-0.027700831024930747
127,2021-04-10,Brest Bretagne Handball,FTC-Rail Cargo Hungaria,32,25,H,512,499,512,499,0.05263157894736842,0.06371191135734072,D,L,D,L,W,W,W,L,W,D,19.0,DLDLW,WWLWD,4,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.0110803324099723,-0.008310249307479223
128,2021-04-16,Rostov-Don,Brest Bretagne Handball,19,20,NH,563,544,563,544,0.0725,0.052500000000000005,L,W,W,W,W,W,D,L,D,L,20.0,LWWWW,WDLDL,8,4,1,0,0,0,0,0,0,0,0.0,0.0,0.02,0.01
129,2021-04-16,RK Krim Mercator,Odense Håndbold,19,24,NH,480,519,480,519,0.0325,0.042499999999999996,D,W,W,L,L,L,L,L,L,W,20.0,DWWLL,LLLLW,5,2,0,0,0,0,0,0,0,0,0.0,0.0,-0.01,0.0075
130,2021-04-16,CSM Bucuresti,HC Podravka Vegeta,29,30,NH,517,478,517,478,0.06,0.015,W,W,W,W,L,D,L,L,L,L,20.0,WWWWL,DLLLL,8,1,0,0,0,0,0,0,1,0,0.0,0.0,0.045,0.017499999999999998
131,2021-04-16,FTC-Rail Cargo Hungaria,BV Borussia 09 Dortmund,31,31,NH,524,535,524,535,0.057499999999999996,0.027500000000000004,L,W,W,L,W,W,L,L,L,L,20.0,LWWLW,WLLLL,6,2,0,0,0,0,0,0,1,0,0.0,0.0,0.03,0.01
132,2021-04-17,CSKA,Vipers Kristiansand,28,32,NH,532,556,532,556,0.0625,0.0725,L,L,L,L,W,W,D,W,W,L,20.0,LLLLW,WDWWL,2,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.01,-0.0125
133,2021-04-17,Győri Audi ETO KC,Metz Handball,32,22,H,595,523,595,523,0.08249999999999999,0.05500000000000001,W,W,L,W,W,L,L,W,D,W,20.0,WWLWW,LLWDW,8,5,0,0,0,0,0,0,0,0,0.0,0.0,0.027500000000000004,0.0075
134,2021-04-16,SCM Ramnicu Valcea,SG BBM Bietigheim,22,22,NH,488,476,488,476,0.025,0.0125,L,L,L,W,W,L,W,W,L,L,20.0,LLLWW,LWWLL,4,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0125,0.0
135,2021-04-16,Buducnost BEMAX,Team Esbjerg,33,26,H,479,536,479,536,0.04,0.05,W,L,L,W,L,W,W,W,W,W,20.0,WLLWL,WWWWW,4,10,0,0,0,0,1,1,0,0,0.0,0.0,-0.01,-0.015
136,2021-04-23,Vipers Kristiansand,Buducnost BEMAX,34,27,H,588,512,588,512,0.07029478458049887,0.04081632653061224,W,W,D,W,W,W,W,L,L,W,21.0,WWDWW,WWLLW,9,6,0,0,0,0,0,0,0,0,0.0,0.0,0.02947845804988662,0.006802721088435374
137,2021-04-23,Metz Handball,BV Borussia 09 Dortmund,25,20,H,545,566,545,566,0.049886621315192746,0.027210884353741496,L,L,L,W,D,D,W,L,L,L,21.0,LLLWD,DWLLL,3,3,0,0,0,0,0,0,1,0,0.0,0.0,0.022675736961451247,0.0
138,2021-04-24,SG BBM Bietigheim,CSKA,20,30,NH,498,560,498,560,0.013605442176870748,0.05668934240362812,D,L,W,W,L,L,L,L,L,L,21.0,DLWWL,LLLLL,5,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.04308390022675737,0.011337868480725623
139,2021-04-24,Team Esbjerg,Brest Bretagne Handball,27,33,NH,562,564,562,564,0.045351473922902494,0.052154195011337875,L,W,W,W,W,W,W,D,L,D,21.0,LWWWW,WWDLD,8,6,1,0,0,0,0,0,0,0,0.0,0.0,-0.006802721088435374,0.0045351473922902496
140,2021-04-23,Odense Håndbold,FTC-Rail Cargo Hungaria,26,24,H,543,555,543,555,0.04308390022675737,0.05442176870748299,W,L,L,L,L,D,L,W,W,L,21.0,WLLLL,DLWWL,2,5,0,0,1,0,0,0,0,0,0.0,0.0,-0.011337868480725623,-0.006802721088435374
141,2021-04-24,Győri Audi ETO KC,RK Krim Mercator,26,31,NH,627,499,627,499,0.07936507936507937,0.02947845804988662,W,W,W,L,W,L,D,W,W,L,21.0,WWWLW,LDWWL,8,5,0,0,0,0,0,0,0,0,0.0,0.0,0.049886621315192746,0.006802721088435374
142,2021-04-23,SCM Ramnicu Valcea,Rostov-Don,20,33,NH,510,582,510,582,0.024943310657596373,0.06575963718820861,D,L,L,L,W,L,L,W,W,W,21.0,DLLLW,LLWWW,3,6,0,0,0,0,1,0,0,0,0.0,0.0,-0.04081632653061224,-0.006802721088435374
143,2021-04-23,HC Podravka Vegeta,CSM Bucuresti,31,36,NH,508,546,508,546,0.018140589569160998,0.05442176870748299,W,D,L,L,L,L,W,W,W,W,21.0,WDLLL,LWWWW,3,8,0,0,1,0,1,0,0,0,0.0,0.0,-0.036281179138321996,-0.011337868480725623
144,2021-05-01,RK Krim Mercator,SCM Ramnicu Valcea,30,25,H,530,530,530,530,0.03099173553719008,0.022727272727272728,W,L,D,W,W,L,D,L,L,L,22.0,WLDWW,LDLLL,7,1,0,0,0,0,0,0,1,0,0.0,0.0,0.008264462809917356,0.012396694214876032
145,2021-05-01,Rostov-Don,Odense Håndbold,26,24,H,615,569,615,569,0.06404958677685951,0.04338842975206612,W,L,L,W,W,W,W,L,L,L,22.0,WLLWW,WWLLL,6,4,0,0,0,0,0,0,1,0,0.0,0.0,0.02066115702479339,0.004132231404958678
146,2021-05-01,FTC-Rail Cargo Hungaria,HC Podravka Vegeta,33,27,H,579,539,579,539,0.04958677685950413,0.01652892561983471,L,D,L,W,W,L,W,D,L,L,22.0,LDLWW,LWDLL,5,3,0,0,0,0,0,0,0,0,0.0,0.0,0.03305785123966942,0.004132231404958678
147,2021-05-01,CSM Bucuresti,Győri Audi ETO KC,27,30,NH,582,653,582,653,0.05371900826446281,0.07231404958677685,W,L,W,W,W,L,W,W,W,L,22.0,WLWWW,LWWWL,8,6,1,0,0,0,0,0,0,0,0.0,0.0,-0.01859504132231405,0.004132231404958678
148,2021-05-01,BV Borussia 09 Dortmund,Vipers Kristiansand,17,30,NH,586,622,586,622,0.024793388429752063,0.06818181818181818,L,D,W,L,L,W,W,W,D,W,22.0,LDWLL,WWWDW,3,9,0,0,0,0,0,0,0,0,0.0,0.0,-0.04338842975206612,-0.012396694214876032
149,2021-05-01,CSKA,Team Esbjerg,24,24,NH,590,589,590,589,0.05578512396694215,0.04132231404958678,W,L,L,L,L,L,L,W,W,W,22.0,WLLLL,LLWWW,2,6,0,0,1,0,1,0,0,0,0.0,0.0,0.014462809917355372,-0.008264462809917356
150,2021-05-01,Brest Bretagne Handball,Metz Handball,30,27,H,597,570,597,570,0.05165289256198347,0.04958677685950413,W,W,W,D,L,W,L,L,L,W,22.0,WWWDL,WLLLW,7,4,0,0,0,0,0,0,0,0,0.0,0.0,0.002066115702479339,0.006198347107438016
151,2021-05-01,Buducnost BEMAX,SG BBM Bietigheim,29,34,NH,539,518,539,518,0.0371900826446281,0.012396694214876032,L,W,W,L,L,L,D,L,W,W,22.0,LWWLL,LDLWW,4,5,0,0,0,0,0,0,0,0,0.0,0.0,0.024793388429752063,-0.002066115702479339
152,2021-05-08,Vipers Kristiansand,Győri Audi ETO KC,24,27,NH,652,683,652,683,0.06616257088846882,0.06994328922495274,W,W,W,W,D,W,L,W,W,W,23.0,WWWWD,WLWWW,9,8,0,0,0,0,1,0,0,0,0.0,0.0,-0.003780718336483932,0.001890359168241966
153,2021-05-08,Metz Handball,SCM Ramnicu Valcea,37,20,H,597,555,597,555,0.04536862003780718,0.020793950850661626,L,W,L,L,L,L,L,D,L,L,23.0,LWLLL,LLDLL,2,1,0,0,1,0,0,0,0,0,0.0,0.0,0.024574669187145556,0.001890359168241966
154,2021-05-08,Rostov-Don,Buducnost BEMAX,23,20,H,641,568,641,568,0.062381852551984876,0.034026465028355386,W,W,L,L,W,L,L,W,W,L,23.0,WWLLW,LLWWL,6,4,0,0,0,0,0,0,0,0,0.0,0.0,0.02835538752362949,0.003780718336483932
155,2021-05-09,Team Esbjerg,CSKA,22,29,NH,613,614,613,614,0.03969754253308128,0.05293005671077505,D,L,L,W,W,D,W,L,L,L,23.0,DLLWW,DWLLL,5,3,0,0,0,0,0,0,1,0,0.0,0.0,-0.013232514177693763,0.003780718336483932
156,2021-05-09,Odense Håndbold,CSM Bucuresti,26,31,NH,593,609,593,609,0.03969754253308128,0.04914933837429111,L,W,W,L,L,L,W,L,W,W,23.0,LWWLL,LWLWW,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.00945179584120983,-0.003780718336483932
157,2021-05-08,BV Borussia 09 Dortmund,FTC-Rail Cargo Hungaria,25,25,NH,603,612,603,612,0.02268431001890359,0.04914933837429111,L,L,D,W,L,W,L,D,L,W,23.0,LLDWL,WLDLW,3,5,0,0,0,0,0,0,0,0,0.0,0.0,-0.026465028355387527,-0.003780718336483932
158,2021-05-08,Brest Bretagne Handball,RK Krim Mercator,24,24,NH,627,560,627,560,0.05103969754253308,0.032136105860113416,W,W,W,W,D,W,W,L,D,W,23.0,WWWWD,WWLDW,9,7,0,0,0,0,0,0,0,0,0.0,0.0,0.01890359168241966,0.003780718336483932
159,2021-05-08,HC Podravka Vegeta,SG BBM Bietigheim,24,32,NH,566,552,566,552,0.015122873345935728,0.015122873345935728,L,L,W,D,L,W,L,D,L,W,23.0,LLWDL,WLDLW,3,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.003780718336483932
160,2021-05-14,SG BBM Bietigheim,Brest Bretagne Handball,24,33,NH,584,651,584,651,0.017361111111111112,0.04861111111111111,W,W,L,D,L,D,W,W,W,W,24.0,WWLDL,DWWWW,5,9,0,0,0,0,1,0,0,0,0.0,0.0,-0.03125,-0.006944444444444444
161,2021-05-14,RK Krim Mercator,BV Borussia 09 Dortmund,31,31,NH,584,628,584,628,0.03125,0.022569444444444444,D,W,W,L,D,D,L,L,D,W,24.0,DWWLD,DLLDW,6,4,0,0,0,0,0,0,0,0,0.0,0.0,0.008680555555555556,0.003472222222222222
162,2021-05-14,FTC-Rail Cargo Hungaria,Odense Håndbold,31,31,NH,637,619,637,619,0.046875,0.036458333333333336,D,W,L,D,L,L,L,W,W,L,24.0,DWLDL,LLWWL,4,4,0,0,0,0,0,0,0,0,0.0,0.0,0.010416666666666666,0.0
163,2021-05-14,Metz Handball,HC Podravka Vegeta,27,26,H,634,590,634,590,0.04513888888888889,0.013888888888888888,W,L,W,L,L,L,L,L,W,D,24.0,WLWLL,LLLWD,4,3,0,0,0,0,0,0,0,0,0.0,0.0,0.03125,0.001736111111111111
164,2021-05-14,Győri Audi ETO KC,Vipers Kristiansand,35,29,H,710,676,710,676,0.06770833333333333,0.06076388888888889,W,W,L,W,W,L,W,W,W,W,24.0,WWLWW,LWWWW,8,8,0,0,0,0,1,0,0,0,0.0,0.0,0.006944444444444444,0.0
165,2021-05-14,Buducnost BEMAX,CSM Bucuresti,19,27,NH,588,640,588,640,0.03125,0.04861111111111111,L,L,L,W,W,W,L,W,L,W,24.0,LLLWW,WLWLW,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.017361111111111112,-0.003472222222222222
166,2021-05-14,CSKA,Rostov-Don,30,20,H,643,664,643,664,0.052083333333333336,0.06076388888888889,W,D,W,L,L,W,W,W,L,L,24.0,WDWLL,WWWLL,5,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.008680555555555556,-0.001736111111111111
167,2021-05-14,SCM Ramnicu Valcea,Team Esbjerg,28,31,NH,575,635,575,635,0.01909722222222222,0.036458333333333336,L,L,L,D,L,L,D,L,L,W,24.0,LLLDL,LDLLW,1,3,0,0,0,0,0,0,0,0,0.0,0.0,-0.017361111111111112,-0.003472222222222222
168,2021-05-21,CSM Bucuresti,BV Borussia 09 Dortmund,30,27,H,667,659,667,659,0.048,0.022400000000000003,W,W,L,W,L,D,D,L,L,D,25.0,WWLWL,DDLLD,6,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0256,0.0048
169,2021-05-22,FTC-Rail Cargo Hungaria,Győri Audi ETO KC,27,27,NH,668,745,668,745,0.044800000000000006,0.06559999999999999,D,D,W,L,D,W,W,W,L,W,25.0,DDWLD,WWWLW,5,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.0208,-0.0048
170,2021-05-21,Team Esbjerg,SCM Ramnicu Valcea,31,29,H,666,603,666,603,0.0368,0.0176,W,L,D,L,L,L,L,L,L,D,25.0,WLDLL,LLLLD,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0192,0.0032
171,2021-05-21,Metz Handball,Odense Håndbold,28,25,H,661,650,661,650,0.044800000000000006,0.0352,W,W,L,W,L,D,L,L,W,W,25.0,WWLWL,DLLWW,6,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0096,0.0016
172,2021-05-21,CSKA,SG BBM Bietigheim,31,30,H,673,608,673,608,0.0512,0.016,W,W,D,W,L,L,W,W,L,D,25.0,WWDWL,LWWLD,7,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0352,0.0032
173,2021-05-22,HC Podravka Vegeta,Vipers Kristiansand,28,28,NH,616,705,616,705,0.0128,0.055999999999999994,L,L,L,L,W,L,L,W,W,W,25.0,LLLLW,LLWWW,2,6,0,0,0,0,1,0,0,0,0.0,0.0,-0.0432,-0.0064
174,2021-05-21,Buducnost BEMAX,RK Krim Mercator,30,28,H,607,615,607,615,0.0288,0.0304,L,L,L,L,W,D,D,W,W,L,25.0,LLLLW,DDWWL,2,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.0016,-0.0064
175,2021-05-22,Brest Bretagne Handball,Rostov-Don,30,29,H,684,684,684,684,0.048,0.055999999999999994,W,D,W,W,W,L,W,W,W,L,25.0,WDWWW,LWWWL,9,6,1,0,0,0,0,0,0,0,0.0,0.0,-0.008,0.0048
176,2021-05-29,RK Krim Mercator,Brest Bretagne Handball,25,24,H,643,714,643,714,0.028106508875739643,0.04733727810650888,L,D,D,W,W,W,W,D,W,W,26.0,LDDWW,WWDWW,6,9,0,0,0,0,0,0,0,0,0.0,0.0,-0.019230769230769232,-0.004437869822485207
177,2021-05-28,Vipers Kristiansand,HC Podravka Vegeta,36,30,H,733,644,733,644,0.05325443786982249,0.013313609467455622,D,L,L,W,W,D,L,L,L,L,26.0,DLLWW,DLLLL,5,1,0,0,0,0,0,0,1,0,0.0,0.0,0.03994082840236687,0.00591715976331361
178,2021-05-29,Metz Handball,CSKA,23,19,H,689,704,689,704,0.04437869822485207,0.05029585798816568,W,W,W,L,W,W,W,W,D,W,26.0,WWWLW,WWWDW,8,9,0,0,0,0,0,0,0,0,0.0,0.0,-0.00591715976331361,-0.0014792899408284025
179,2021-05-29,SG BBM Bietigheim,Odense Håndbold,23,23,NH,638,675,638,675,0.014792899408284025,0.03254437869822485,L,L,W,W,L,L,D,L,L,W,26.0,LLWWL,LDLLW,4,3,0,0,0,0,0,0,0,0,0.0,0.0,-0.01775147928994083,0.0014792899408284025
180,2021-05-29,SCM Ramnicu Valcea,FTC-Rail Cargo Hungaria,24,29,NH,632,695,632,695,0.016272189349112426,0.04289940828402367,L,L,L,L,L,D,D,D,W,L,26.0,LLLLL,DDDWL,0,5,0,0,1,1,0,0,0,0,0.0,0.0,-0.026627218934911243,-0.007396449704142012
181,2021-05-30,Győri Audi ETO KC,Team Esbjerg,37,31,H,772,697,772,697,0.0621301775147929,0.03698224852071006,D,W,W,W,L,W,W,L,D,L,26.0,DWWWL,WWLDL,7,5,0,0,0,0,0,0,0,0,0.0,0.0,0.02514792899408284,0.002958579881656805
182,2021-05-29,BV Borussia 09 Dortmund,CSM Bucuresti,25,27,NH,686,697,686,697,0.02071005917159763,0.04733727810650888,L,D,D,L,L,W,W,W,L,W,26.0,LDDLL,WWWLW,2,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.026627218934911243,-0.008875739644970414
183,2021-05-30,Buducnost BEMAX,Rostov-Don,19,25,NH,637,713,637,713,0.02958579881656805,0.051775147928994084,W,L,L,L,L,L,L,W,W,W,26.0,WLLLL,LLWWW,2,6,0,0,1,0,1,0,0,0,0.0,0.0,-0.022189349112426034,-0.00591715976331361
184,2021-06-04,RK Krim Mercator,Buducnost BEMAX,25,22,H,668,656,668,656,0.02880658436213992,0.027434842249657063,W,L,D,D,W,L,W,L,L,L,27.0,WLDDW,LWLLL,6,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0013717421124828531,0.0054869684499314125
185,2021-06-04,CSM Bucuresti,Brest Bretagne Handball,26,26,NH,724,738,724,738,0.04663923182441701,0.0438957475994513,W,W,W,W,L,L,W,W,D,W,27.0,WWWWL,LWWDW,8,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0027434842249657062,0.0013717421124828531
186,2021-06-04,Rostov-Don,Győri Audi ETO KC,30,31,NH,738,809,738,809,0.05075445816186557,0.06035665294924554,W,L,L,W,W,W,D,W,W,W,27.0,WLLWW,WDWWW,6,9,0,0,0,0,1,0,0,0,0.0,0.0,-0.009602194787379972,-0.004115226337448559
187,2021-06-04,FTC-Rail Cargo Hungaria,CSKA,24,26,NH,724,723,724,723,0.04252400548696845,0.04663923182441701,W,D,D,D,W,L,W,W,W,D,27.0,WDDDW,LWWWD,7,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.004115226337448559,0.0
