,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
188,2021-06-04,BV Borussia 09 Dortmund,SG BBM Bietigheim,30,26,H,711,661,711,661,0.019204389574759943,0.015089163237311385,L,L,D,D,L,D,L,L,W,W,27.0,LLDDL,DLLWW,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.004115226337448559,-0.004115226337448559
189,2021-06-04,SCM Ramnicu Valcea,Vipers Kristiansand,26,27,NH,656,769,656,769,0.015089163237311385,0.05212620027434842,L,L,L,L,L,W,D,L,L,W,27.0,LLLLL,WDLLW,0,5,0,0,1,1,0,0,0,0,0.0,0.0,-0.037037037037037035,-0.006858710562414266
190,2021-06-04,HC Podravka Vegeta,Team Esbjerg,20,29,NH,674,728,674,728,0.012345679012345678,0.03429355281207133,L,D,L,L,L,L,W,W,L,D,27.0,LDLLL,LWWLD,1,5,0,0,1,0,0,0,0,0,0.0,0.0,-0.02194787379972565,-0.0054869684499314125
191,2021-06-04,Odense Håndbold,Metz Handball,21,27,NH,698,712,698,712,0.03155006858710562,0.0438957475994513,D,L,D,L,L,W,W,W,W,L,27.0,DLDLL,WWWWL,2,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.012345679012345678,-0.008230452674897118
192,2021-06-11,CSKA,FTC-Rail Cargo Hungaria,27,26,H,749,748,749,748,0.04591836734693878,0.039540816326530615,W,L,W,W,W,L,W,D,D,D,28.0,WLWWW,LWDDD,8,5,1,0,0,0,0,0,0,0,0.0,0.0,0.006377551020408163,0.003826530612244898
193,2021-06-11,HC Podravka Vegeta,Metz Handball,23,22,H,694,739,694,739,0.011479591836734694,0.04336734693877551,L,L,D,L,L,W,W,W,W,W,28.0,LLDLL,WWWWW,1,10,0,0,0,0,1,1,0,0,0.0,0.0,-0.03188775510204082,-0.011479591836734694
194,2021-06-11,BV Borussia 09 Dortmund,RK Krim Mercator,29,26,H,741,693,741,693,0.02040816326530612,0.02933673469387755,W,L,L,D,D,W,W,L,D,D,28.0,WLLDD,WWLDD,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.008928571428571428,-0.002551020408163265
195,2021-06-11,Rostov-Don,SCM Ramnicu Valcea,27,24,H,768,682,768,682,0.047193877551020405,0.01403061224489796,L,W,L,L,W,L,L,L,L,L,28.0,LWLLW,LLLLL,4,0,0,0,0,0,0,0,1,1,0.0,0.0,0.03316326530612245,0.00510204081632653
196,2021-06-11,Vipers Kristiansand,Brest Bretagne Handball,23,26,NH,796,764,796,764,0.05102040816326531,0.042091836734693876,W,W,D,L,L,D,L,W,W,D,28.0,WWDLL,DLWWD,5,6,0,0,0,0,0,0,0,0,0.0,0.0,0.008928571428571428,-0.0012755102040816326
197,2021-06-11,Team Esbjerg,Győri Audi ETO KC,33,39,NH,757,840,757,840,0.034438775510204085,0.0586734693877551,W,L,W,W,L,W,W,D,W,W,28.0,WLWWL,WWDWW,6,9,0,0,0,0,0,0,0,0,0.0,0.0,-0.024234693877551023,-0.003826530612244898
198,2021-06-11,SG BBM Bietigheim,Buducnost BEMAX,25,21,H,687,678,687,678,0.01403061224489796,0.025510204081632654,L,D,L,L,W,L,L,W,L,L,28.0,LDLLW,LLWLL,3,2,0,0,0,0,0,0,0,0,0.0,0.0,-0.011479591836734694,0.0012755102040816326
199,2021-06-11,CSM Bucuresti,Odense Håndbold,21,21,NH,750,719,750,719,0.044642857142857144,0.02933673469387755,D,W,W,W,W,L,D,L,D,L,28.0,DWWWW,LDLDL,9,2,1,0,0,0,0,0,0,0,0.0,0.0,0.015306122448979591,0.008928571428571428
200,2021-06-18,Rostov-Don,CSKA,31,33,NH,795,776,795,776,0.046373365041617126,0.04518430439952437,W,L,W,L,L,W,W,L,W,W,29.0,WLWLL,WWLWW,4,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0011890606420927466,-0.0047562425683709865
201,2021-06-18,RK Krim Mercator,HC Podravka Vegeta,30,27,H,719,717,719,717,0.027348394768133177,0.013079667063020214,L,W,W,L,D,W,L,L,D,L,29.0,LWWLD,WLLDL,5,3,0,0,0,0,0,0,0,0,0.0,0.0,0.014268727705112961,0.0023781212841854932
202,2021-06-18,Vipers Kristiansand,BV Borussia 09 Dortmund,26,26,NH,819,770,819,770,0.04756242568370987,0.02140309155766944,L,W,W,D,L,W,W,L,L,D,29.0,LWWDL,WWLLD,5,5,0,0,0,0,0,0,0,0,0.0,0.0,0.026159334126040427,0.0
203,2021-06-18,Metz Handball,Buducnost BEMAX,25,22,H,761,699,761,699,0.040428061831153383,0.023781212841854936,L,W,W,W,W,L,L,L,W,L,29.0,LWWWW,LLLWL,8,2,1,0,0,0,0,0,0,0,0.0,0.0,0.016646848989298454,0.007134363852556481
204,2021-06-18,Brest Bretagne Handball,SG BBM Bietigheim,26,20,H,790,712,790,712,0.041617122473246136,0.015457788347205707,W,D,L,W,W,W,L,D,L,L,29.0,WDLWW,WLDLL,7,3,0,0,0,0,0,0,0,0,0.0,0.0,0.026159334126040427,0.0047562425683709865
205,2021-06-18,Odense Håndbold,Team Esbjerg,22,25,NH,740,790,740,790,0.028537455410225922,0.03210463733650416,D,L,D,L,D,L,W,L,W,W,29.0,DLDLD,LWLWW,3,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.0035671819262782403,-0.0035671819262782403
206,2021-06-18,Győri Audi ETO KC,CSM Bucuresti,38,30,H,879,771,879,771,0.057074910820451845,0.04280618311533888,W,W,W,D,W,D,D,W,W,W,29.0,WWWDW,DDWWW,9,8,0,0,0,0,1,0,0,0,0.0,0.0,0.014268727705112961,0.0011890606420927466
207,2021-06-18,FTC-Rail Cargo Hungaria,SCM Ramnicu Valcea,31,30,H,774,706,774,706,0.036860879904875146,0.013079667063020214,L,L,W,D,D,L,L,L,L,L,29.0,LLWDD,LLLLL,4,0,0,0,0,0,0,0,1,1,0.0,0.0,0.023781212841854936,0.0047562425683709865
208,2021-06-24,SG BBM Bietigheim,BV Borussia 09 Dortmund,20,23,NH,732,796,732,796,0.014444444444444446,0.021111111111111112,L,W,L,D,L,D,W,W,L,L,30.0,LWLDL,DWWLL,3,5,0,0,0,0,0,0,0,0,0.0,0.0,-0.006666666666666667,-0.0022222222222222222
209,2021-06-24,Team Esbjerg,HC Podravka Vegeta,25,24,H,815,744,815,744,0.03222222222222222,0.012222222222222221,W,L,W,L,W,L,W,L,L,D,30.0,WLWLW,LWLLD,6,3,0,0,0,0,0,0,0,0,0.0,0.0,0.02,0.0033333333333333335
210,2021-06-24,Odense Håndbold,Rostov-Don,27,28,NH,762,826,762,826,0.02666666666666667,0.043333333333333335,L,D,L,D,L,L,W,L,W,L,30.0,LDLDL,LWLWL,2,4,0,0,0,0,0,0,0,0,0.0,0.0,-0.016666666666666666,-0.0022222222222222222
211,2021-06-24,CSKA,Metz Handball,26,24,H,809,786,809,786,0.04444444444444444,0.04,W,W,W,L,W,W,L,W,W,W,30.0,WWWLW,WLWWW,8,8,0,0,0,0,1,0,0,0,0.0,0.0,0.0044444444444444444,0.0
212,2021-06-24,Győri Audi ETO KC,FTC-Rail Cargo Hungaria,27,27,NH,917,805,917,805,0.05555555555555556,0.03666666666666667,W,W,W,W,D,W,L,L,W,D,30.0,WWWWD,WLLWD,9,5,0,0,0,0,0,0,0,0,0.0,0.0,0.01888888888888889,0.0044444444444444444
213,2021-06-24,Brest Bretagne Handball,CSM Bucuresti,29,28,H,816,801,816,801,0.04111111111111111,0.04,W,W,D,L,W,L,D,D,W,W,30.0,WWDLW,LDDWW,7,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0011111111111111111,0.0011111111111111111
214,2021-06-24,SCM Ramnicu Valcea,RK Krim Mercator,26,27,NH,736,749,736,749,0.012222222222222221,0.02777777777777778,L,L,L,L,L,W,L,W,W,L,30.0,LLLLL,WLWWL,0,6,0,0,1,1,0,0,0,0,0.0,0.0,-0.015555555555555555,-0.006666666666666667
215,2021-06-24,Buducnost BEMAX,Vipers Kristiansand,24,25,NH,721,845,721,845,0.02222222222222222,0.04555555555555556,L,L,L,L,W,D,L,W,W,D,30.0,LLLLW,DLWWD,2,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.02333333333333333,-0.0044444444444444444
216,2020-10-17,RK Krim Mercator,SG BBM Bietigheim,27,26,H,79,90,79,90,0.0,0.0,L,L,L,M,M,L,L,L,M,M,4.0,LLLMM,LLLMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
217,2020-10-17,Rostov-Don,Metz Handball,32,27,H,87,97,87,97,0.25,0.375,W,W,L,M,M,W,W,W,M,M,4.0,WWLMM,WWWMM,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.125,-0.125
218,2020-10-18,Team Esbjerg,Vipers Kristiansand,30,29,H,84,88,84,88,0.25,0.375,L,W,W,M,M,W,W,W,M,M,4.0,LWWMM,WWWMM,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.125,-0.125
219,2020-10-18,CSM Bucuresti,FTC-Rail Cargo Hungaria,21,22,NH,81,77,81,77,0.0,0.25,L,L,L,M,M,W,L,W,M,M,4.0,LLLMM,WLWMM,0,4,0,0,0,0,0,0,0,0,0.0,0.0,-0.25,-0.25
220,2020-10-10,Buducnost BEMAX,Brest Bretagne Handball,24,22,H,75,96,75,96,0.0,0.25,L,L,L,M,M,L,W,W,M,M,4.0,LLLMM,LWWMM,0,4,0,0,0,0,0,0,0,0,0.0,0.0,-0.25,-0.25
221,2020-10-10,Győri Audi ETO KC,Odense Håndbold,34,26,H,95,88,95,88,0.375,0.3125,W,W,W,M,M,W,D,W,M,M,4.0,WWWMM,WDWMM,6,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0625,0.0625
222,2020-10-11,BV Borussia 09 Dortmund,CSKA,28,31,NH,83,83,83,83,0.0,0.25,L,L,L,M,M,W,W,L,M,M,4.0,LLLMM,WWLMM,0,4,0,0,0,0,0,0,0,0,0.0,0.0,-0.25,-0.25
223,2020-10-17,HC Podravka Vegeta,SCM Ramnicu Valcea,36,30,H,91,76,91,76,0.25,0.0625,W,L,W,M,M,L,D,L,M,M,4.0,WLWMM,LDLMM,4,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1875,0.1875
224,2020-10-24,FTC-Rail Cargo Hungaria,RK Krim Mercator,30,30,NH,99,106,99,106,0.24,0.08,W,W,L,W,M,W,L,L,L,M,5.0,WWLWM,WLLLM,6,2,0,0,0,0,0,0,0,0,0.0,0.0,0.16,0.16
225,2020-10-24,Metz Handball,Team Esbjerg,32,28,H,124,114,124,114,0.24,0.24,L,W,W,W,M,W,L,W,W,M,5.0,LWWWM,WLWWM,6,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
226,2020-10-25,SG BBM Bietigheim,CSM Bucuresti,25,31,NH,116,102,116,102,0.0,0.0,L,L,L,L,M,L,L,L,L,M,5.0,LLLLM,LLLLM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
227,2020-11-07,Vipers Kristiansand,Rostov-Don,27,30,NH,117,119,117,119,0.24,0.24,L,W,W,W,M,W,W,W,L,M,5.0,LWWWM,WWWLM,6,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
228,2020-10-18,BV Borussia 09 Dortmund,Buducnost BEMAX,28,26,H,111,99,111,99,0.0,0.08,L,L,L,L,M,W,L,L,L,M,5.0,LLLLM,WLLLM,0,2,0,0,0,0,0,0,0,0,0.0,0.0,-0.08,-0.08
229,2020-10-18,Brest Bretagne Handball,CSKA,29,29,NH,118,114,118,114,0.16,0.24,L,L,W,W,M,W,W,W,L,M,5.0,LLWWM,WWWLM,4,6,0,0,0,0,0,0,0,0,0.0,0.0,-0.08,-0.08
230,2020-10-18,HC Podravka Vegeta,Odense Håndbold,21,29,NH,127,114,127,114,0.24,0.2,W,W,L,W,M,L,W,D,W,M,5.0,WWLWM,LWDWM,6,5,0,0,0,0,0,0,0,0,0.0,0.0,0.04,0.04
231,2020-10-25,SCM Ramnicu Valcea,Győri Audi ETO KC,30,37,NH,106,129,106,129,0.04,0.32,L,L,D,L,M,W,W,W,W,M,5.0,LLDLM,WWWWM,1,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.27999999999999997,-0.27999999999999997
232,2020-11-07,Rostov-Don,Team Esbjerg,26,24,H,149,142,149,142,0.2222222222222222,0.16666666666666666,W,W,W,W,L,L,W,L,W,W,6.0,WWWWL,LWLWW,8,6,0,0,0,0,0,0,0,0,0.0,0.0,0.05555555555555555,0.05555555555555555
233,2020-11-07,RK Krim Mercator,CSM Bucuresti,26,22,H,136,133,136,133,0.08333333333333333,0.05555555555555555,D,W,L,L,L,W,L,L,L,L,6.0,DWLLL,WLLLL,3,2,0,0,1,0,0,0,1,0,0.0,0.0,0.027777777777777776,0.027777777777777776
234,2020-11-14,Vipers Kristiansand,Metz Handball,23,22,H,144,156,144,156,0.16666666666666666,0.2222222222222222,L,L,W,W,W,W,L,W,W,W,6.0,LLWWW,WLWWW,6,8,1,0,0,0,1,0,0,0,0.0,0.0,-0.05555555555555555,-0.05555555555555555
235,2020-11-15,SG BBM Bietigheim,FTC-Rail Cargo Hungaria,26,28,NH,141,129,141,129,0.0,0.19444444444444445,L,L,L,L,L,D,W,W,L,W,6.0,LLLLL,DWWLW,0,7,0,0,1,1,0,0,0,0,0.0,0.0,-0.19444444444444445,-0.19444444444444445
236,2020-11-06,BV Borussia 09 Dortmund,Győri Audi ETO KC,24,34,NH,139,166,139,166,0.05555555555555555,0.2777777777777778,W,L,L,L,L,W,W,W,W,W,6.0,WLLLL,WWWWW,2,10,0,0,1,0,1,1,0,0,0.0,0.0,-0.2222222222222222,-0.2222222222222222
237,2020-11-08,CSKA,Odense Håndbold,30,23,H,143,143,143,143,0.19444444444444445,0.19444444444444445,D,W,W,W,L,W,L,W,D,W,6.0,DWWWL,WLWDW,7,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
238,2020-11-08,SCM Ramnicu Valcea,Buducnost BEMAX,29,29,NH,136,125,136,125,0.027777777777777776,0.05555555555555555,L,L,L,D,L,L,W,L,L,L,6.0,LLLDL,LWLLL,1,2,0,0,0,0,0,0,1,0,0.0,0.0,-0.027777777777777776,-0.027777777777777776
239,2020-11-14,HC Podravka Vegeta,Brest Bretagne Handball,30,32,NH,148,147,148,147,0.16666666666666666,0.1388888888888889,L,W,W,L,W,D,L,L,W,W,6.0,LWWLW,DLLWW,6,5,0,0,0,0,0,0,0,0,0.0,0.0,0.027777777777777776,0.027777777777777776
240,2020-11-15,Team Esbjerg,Rostov-Don,24,27,NH,166,175,166,175,0.12244897959183673,0.20408163265306123,L,L,W,L,W,W,W,W,W,W,7.0,LLWLW,WWWWW,4,10,0,0,0,0,1,1,0,0,0.0,0.0,-0.08163265306122448,-0.12244897959183673
241,2020-11-19,CSM Bucuresti,Vipers Kristiansand,23,23,NH,155,167,155,167,0.04081632653061224,0.16326530612244897,L,W,L,L,L,W,L,L,W,W,7.0,LWLLL,WLLWW,2,6,0,0,1,0,0,0,0,0,0.0,0.0,-0.12244897959183673,-0.08163265306122448
242,2020-11-21,RK Krim Mercator,FTC-Rail Cargo Hungaria,28,32,NH,162,157,162,157,0.10204081632653061,0.1836734693877551,W,D,W,L,L,W,D,W,W,L,7.0,WDWLL,WDWWL,5,7,0,0,0,0,0,0,0,0,0.0,0.0,-0.08163265306122448,-0.04081632653061224
243,2020-11-22,SG BBM Bietigheim,Metz Handball,25,32,NH,167,178,167,178,0.0,0.16326530612244897,L,L,L,L,L,L,W,L,W,W,7.0,LLLLL,LWLWW,0,6,0,0,1,1,0,0,0,0,0.0,0.0,-0.16326530612244897,-0.12244897959183673
244,2020-11-14,Buducnost BEMAX,SCM Ramnicu Valcea,30,27,H,154,165,154,165,0.061224489795918366,0.04081632653061224,D,L,W,L,L,D,L,L,L,D,7.0,DLWLL,DLLLD,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.02040816326530612,0.02040816326530612
245,2020-11-15,Odense Håndbold,CSKA,26,27,NH,166,173,166,173,0.14285714285714285,0.1836734693877551,L,W,L,W,D,W,D,W,W,W,7.0,LWLWD,WDWWW,5,9,0,0,0,0,1,0,0,0,0.0,0.0,-0.04081632653061224,-0.08163265306122448
246,2020-11-16,Brest Bretagne Handball,HC Podravka Vegeta,30,26,H,179,178,179,178,0.14285714285714285,0.12244897959183673,W,D,L,L,W,L,L,W,W,L,7.0,WDLLW,LLWWL,5,4,0,0,0,0,0,0,0,0,0.0,0.0,0.02040816326530612,0.02040816326530612
247,2020-11-21,Győri Audi ETO KC,BV Borussia 09 Dortmund,35,29,H,200,163,200,163,0.24489795918367346,0.04081632653061224,W,W,W,W,W,L,W,L,L,L,7.0,WWWWW,LWLLL,10,2,1,1,0,0,0,0,1,0,0.0,0.0,0.20408163265306123,0.16326530612244897
248,2021-01-09,FTC-Rail Cargo Hungaria,CSM Bucuresti,31,27,H,189,178,189,178,0.171875,0.046875,W,W,D,W,W,D,L,W,L,L,8.0,WWDWW,DLWLL,9,3,0,0,0,0,0,0,0,0,0.0,0.0,0.125,0.09375
249,2021-01-09,Vipers Kristiansand,Team Esbjerg,40,28,H,190,190,190,190,0.140625,0.09375,D,W,L,L,W,L,L,L,W,L,8.0,DWLLW,LLLWL,5,2,0,0,0,0,0,0,0,0,0.0,0.0,0.046875,0.046875
250,2021-01-10,SG BBM Bietigheim,RK Krim Mercator,20,20,NH,192,190,192,190,0.0,0.078125,L,L,L,L,L,L,W,D,W,L,8.0,LLLLL,LWDWL,0,5,0,0,1,1,0,0,0,0,0.0,0.0,-0.078125,-0.078125
251,2021-01-10,Metz Handball,Rostov-Don,27,30,NH,210,202,210,202,0.15625,0.1875,W,L,W,L,W,W,W,W,W,W,8.0,WLWLW,WWWWW,6,10,0,0,0,0,1,1,0,0,0.0,0.0,-0.03125,-0.0625
252,2020-11-22,Brest Bretagne Handball,Odense Håndbold,32,26,H,209,192,209,192,0.140625,0.109375,W,W,D,L,L,L,L,W,L,W,8.0,WWDLL,LLWLW,5,4,0,0,0,0,0,0,0,0,0.0,0.0,0.03125,0.015625
253,2021-01-09,Győri Audi ETO KC,CSKA,27,20,H,235,200,235,200,0.21875,0.171875,W,W,W,W,W,W,W,D,W,W,8.0,WWWWW,WWDWW,10,9,1,1,0,0,0,0,0,0,0.0,0.0,0.046875,0.015625
254,2021-01-09,SCM Ramnicu Valcea,HC Podravka Vegeta,27,27,NH,192,204,192,204,0.03125,0.09375,L,D,L,L,L,L,L,L,W,W,8.0,LDLLL,LLLWW,1,4,0,0,1,0,0,0,0,0,0.0,0.0,-0.0625,-0.046875
255,2021-01-09,Buducnost BEMAX,BV Borussia 09 Dortmund,29,27,H,184,192,184,192,0.078125,0.03125,W,D,L,W,L,L,L,W,L,L,8.0,WDLWL,LLWLL,5,2,0,0,0,0,0,0,0,0,0.0,0.0,0.046875,0.046875
256,2021-01-16,Vipers Kristiansand,SG BBM Bietigheim,26,19,H,230,212,230,212,0.1358024691358025,0.012345679012345678,W,D,W,L,L,D,L,L,L,L,9.0,WDWLL,DLLLL,5,1,0,0,0,0,0,0,1,0,0.0,0.0,0.1234567901234568,0.04938271604938271
257,2021-01-16,FTC-Rail Cargo Hungaria,Team Esbjerg,19,20,NH,220,218,220,218,0.16049382716049382,0.07407407407407407,W,W,W,D,W,L,L,L,L,W,9.0,WWWDW,LLLLW,9,2,0,0,0,0,0,0,0,0,0.0,0.0,0.08641975308641975,0.08641975308641975
258,2021-01-16,CSM Bucuresti,Rostov-Don,30,29,H,205,232,205,232,0.037037037037037035,0.1728395061728395,L,D,L,W,L,W,W,W,W,W,9.0,LDLWL,WWWWW,3,10,0,0,0,0,1,1,0,0,0.0,0.0,-0.1358024691358025,-0.08641975308641975
259,2021-01-16,RK Krim Mercator,Metz Handball,22,28,NH,210,237,210,237,0.07407407407407407,0.1234567901234568,D,L,W,D,W,L,W,L,W,L,9.0,DLWDW,LWLWL,6,4,0,0,0,0,0,0,0,0,0.0,0.0,-0.04938271604938271,0.024691358024691357
260,2021-01-10,Győri Audi ETO KC,SCM Ramnicu Valcea,36,23,H,262,219,262,219,0.19753086419753085,0.037037037037037035,W,W,W,W,W,D,L,D,L,L,9.0,WWWWW,DLDLL,10,2,1,1,0,0,0,0,0,0,0.0,0.0,0.16049382716049382,0.09876543209876543
261,2021-01-16,CSKA,BV Borussia 09 Dortmund,30,28,H,220,219,220,219,0.1358024691358025,0.024691358024691357,L,W,W,D,W,L,L,L,W,L,9.0,LWWDW,LLLWL,7,2,0,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.0617283950617284
262,2021-01-17,Brest Bretagne Handball,Buducnost BEMAX,27,28,NH,241,213,241,213,0.1358024691358025,0.08641975308641975,W,W,W,D,L,W,W,D,L,W,9.0,WWWDL,WWDLW,7,7,0,0,0,0,0,0,0,0,0.0,0.0,0.04938271604938271,0.0
263,2021-01-17,Odense Håndbold,HC Podravka Vegeta,32,33,NH,218,231,218,231,0.08641975308641975,0.08641975308641975,L,L,L,W,L,D,L,L,L,W,9.0,LLLWL,DLLLW,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.012345679012345678
264,2021-01-20,FTC-Rail Cargo Hungaria,Metz Handball,36,31,H,239,265,239,265,0.13,0.12,L,W,W,W,D,W,L,W,L,W,10.0,LWWWD,WLWLW,7,6,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.01
265,2021-01-24,Rostov-Don,CSM Bucuresti,31,29,H,261,235,261,235,0.13999999999999999,0.05,L,W,W,W,W,W,L,D,L,W,10.0,LWWWW,WLDLW,8,5,1,0,0,0,0,0,0,0,0.0,0.0,0.09,0.03
266,2021-01-24,Team Esbjerg,RK Krim Mercator,24,27,NH,238,232,238,232,0.08,0.06,W,L,L,L,L,L,D,L,W,D,10.0,WLLLL,LDLWD,2,4,0,0,1,0,0,0,0,0,0.0,0.0,0.02,-0.02
267,2021-02-03,SG BBM Bietigheim,Vipers Kristiansand,25,25,NH,231,256,231,256,0.01,0.13,L,D,L,L,L,W,W,D,W,L,10.0,LDLLL,WWDWL,1,7,0,0,1,0,0,0,0,0,0.0,0.0,-0.12,-0.06
268,2021-01-17,HC Podravka Vegeta,CSKA,25,29,NH,264,250,264,250,0.09,0.13,W,D,L,L,L,W,L,W,W,D,10.0,WDLLL,WLWWD,3,7,0,0,1,0,0,0,0,0,0.0,0.0,-0.04,-0.04
269,2021-01-20,Buducnost BEMAX,Odense Håndbold,26,23,H,241,250,241,250,0.09,0.06999999999999999,W,W,W,D,L,L,L,L,L,W,10.0,WWWDL,LLLLW,7,2,0,0,0,0,0,0,0,0,0.0,0.0,0.02,0.05
270,2021-01-23,Győri Audi ETO KC,Brest Bretagne Handball,27,30,NH,298,268,298,268,0.18,0.11000000000000001,W,W,W,W,W,L,W,W,W,D,10.0,WWWWW,LWWWD,10,7,1,1,0,0,0,0,0,0,0.0,0.0,0.06999999999999999,0.03
271,2021-01-23,BV Borussia 09 Dortmund,SCM Ramnicu Valcea,26,24,H,247,242,247,242,0.02,0.03,L,L,L,L,W,L,D,L,D,L,10.0,LLLLW,LDLDL,2,2,0,0,0,0,0,0,0,0,0.0,0.0,-0.01,0.0
272,2021-02-06,FTC-Rail Cargo Hungaria,SG BBM Bietigheim,31,28,H,275,256,275,256,0.12396694214876032,0.01652892561983471,W,L,W,W,W,D,L,D,L,L,11.0,WLWWW,DLDLL,8,2,1,0,0,0,0,0,0,0,0.0,0.0,0.10743801652892562,0.04958677685950413
273,2021-02-06,CSM Bucuresti,Team Esbjerg,23,23,NH,264,262,264,262,0.04132231404958678,0.06611570247933884,L,W,L,D,L,L,W,L,L,L,11.0,LWLDL,LWLLL,3,2,0,0,0,0,0,0,1,0,0.0,0.0,-0.024793388429752063,0.008264462809917356
274,2021-02-06,RK Krim Mercator,Rostov-Don,24,21,H,259,292,259,292,0.06611570247933884,0.1322314049586777,W,L,D,L,W,W,L,W,W,W,11.0,WLDLW,WLWWW,5,8,0,0,0,0,1,0,0,0,0.0,0.0,-0.06611570247933884,-0.024793388429752063
275,2021-02-07,Metz Handball,Vipers Kristiansand,28,28,NH,296,281,296,281,0.09917355371900825,0.11570247933884298,L,W,L,W,L,D,W,W,D,W,11.0,LWLWL,DWWDW,4,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.01652892561983471,-0.03305785123966942
276,2021-01-24,BV Borussia 09 Dortmund,HC Podravka Vegeta,29,24,H,273,289,273,289,0.03305785123966942,0.0743801652892562,W,L,L,L,L,L,W,D,L,L,11.0,WLLLL,LWDLL,2,3,0,0,1,0,0,0,0,0,0.0,0.0,-0.04132231404958678,-0.008264462809917356
277,2021-01-24,SCM Ramnicu Valcea,CSKA,27,32,NH,266,279,266,279,0.024793388429752063,0.12396694214876032,L,L,D,L,D,W,W,L,W,W,11.0,LLDLD,WWLWW,2,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.09917355371900825,-0.04958677685950413
278,2021-01-29,Buducnost BEMAX,Győri Audi ETO KC,24,24,NH,267,325,267,325,0.09090909090909091,0.1487603305785124,W,W,W,W,D,L,W,W,W,W,11.0,WWWWD,LWWWW,9,8,0,0,0,0,1,0,0,0,0.0,0.0,-0.05785123966942149,0.008264462809917356
279,2021-01-31,Odense Håndbold,Brest Bretagne Handball,31,26,H,273,298,273,298,0.05785123966942149,0.10743801652892562,L,L,L,L,L,W,L,W,W,W,11.0,LLLLL,WLWWW,0,8,0,0,1,1,1,0,0,0,0.0,0.0,-0.04958677685950413,-0.06611570247933884
280,2021-02-08,Metz Handball,FTC-Rail Cargo Hungaria,30,27,H,324,306,324,306,0.09027777777777778,0.11805555555555557,D,L,W,L,W,W,W,L,W,W,12.0,DLWLW,WWLWW,5,8,0,0,0,0,0,0,0,0,0.0,0.0,-0.027777777777777776,-0.020833333333333332
281,2021-02-10,Rostov-Don,Vipers Kristiansand,23,23,NH,313,309,313,309,0.1111111111111111,0.10416666666666667,L,W,L,W,W,D,D,W,W,D,12.0,LWLWW,DDWWD,6,7,0,0,0,0,0,0,0,0,0.0,0.0,0.006944444444444444,-0.006944444444444444
282,2021-02-13,CSM Bucuresti,SG BBM Bietigheim,25,22,H,287,284,287,284,0.041666666666666664,0.013888888888888888,D,L,W,L,D,L,D,L,D,L,12.0,DLWLD,LDLDL,4,2,0,0,0,0,0,0,0,0,0.0,0.0,0.027777777777777776,0.013888888888888888
283,2021-02-13,RK Krim Mercator,Team Esbjerg,29,24,H,283,285,283,285,0.06944444444444445,0.0625,W,W,L,D,L,D,L,W,L,L,12.0,WWLDL,DLWLL,5,3,0,0,0,0,0,0,0,0,0.0,0.0,0.006944444444444444,0.013888888888888888
284,2021-02-06,Brest Bretagne Handball,BV Borussia 09 Dortmund,33,34,NH,324,302,324,302,0.09027777777777778,0.041666666666666664,L,W,L,W,W,W,W,L,L,L,12.0,LWLWW,WWLLL,6,4,0,0,0,0,0,0,1,0,0.0,0.0,0.04861111111111111,0.013888888888888888
285,2021-02-06,HC Podravka Vegeta,Győri Audi ETO KC,15,30,NH,313,349,313,349,0.0625,0.13194444444444445,L,L,W,D,L,D,L,W,W,W,12.0,LLWDL,DLWWW,3,7,0,0,0,0,1,0,0,0,0.0,0.0,-0.06944444444444445,-0.027777777777777776
